point_index,hole_offset_x,hole_offset_y,hole_offset_z,radius_mm,angle_deg
27,0.028038845269956682,0.0,-0.012954657692406531,30.886890422961,335.2018653009841
28,-0.01214712836850518,0.0,0.029024942246265655,31.464265445104548,112.70962935102216
29,-0.010841044417592273,0.0,-0.030140865215447798,32.03123475609393,250.21739340105978
30,0.02884685565492051,0.0,0.01516109886598529,32.58834147360064,27.725157451096948
31,-0.032041598401165876,0.0,0.008446062508554168,33.136083051561776,165.23292150113502
32,0.018212665668959724,0.0,-0.02832487968607627,33.67491648096547,302.74068555117265
33,0.005793556484588008,0.0,0.03371104719909912,34.20526275297414,80.24844960121118
34,-0.02745637477411054,0.0,-0.021263759880688703,34.72751070837068,217.7562136512488
35,0.03512169264375672,0.0,-0.002909760443315719,35.24202037341219,355.26397770128733
36,-0.024276493027602642,0.0,0.026242177620783687,35.749125863438955,132.77174175132495
37,0.00017683334171353032,0.0,-0.036248706597191274,36.24913792078372,270.27950580136167
38,0.024686637371026172,0.0,0.027213414620577355,36.74234614174767,47.7872698514002
39,-0.03707015356089487,0.0,-0.003435653499943415,37.22902093797257,185.29503390143782
40,0.030037790775926457,0.0,-0.022797612271939084,37.7094152699296,322.80279795147635
41,-0.006834267288633646,0.0,0.03756717703830715,38.18376618407356,100.31056200151397
42,-0.020586429165947485,0.0,-0.03271389512417356,38.65229618017538,237.8183260515516
43,0.037724166385739756,0.0,0.010338630010839091,39.11521443121589,15.326090101589216
44,-0.035207305019388825,0.0,0.018067807649842803,39.57271787481875,152.83385415162684
45,0.013913360455719928,0.0,-0.03752890087424902,40.024992192378996,290.34161820166537
46,0.015259750508810671,0.0,0.037485197270507364,40.47221268969613,67.84938225170299
47,-0.03697266831233135,0.0,-0.017522037491865174,40.91454509095757,205.3571463017406
48,0.03951663847029051,0.0,-0.012183401988293582,41.352146256270665,342.86491035177914
49,-0.021127513451937596,0.0,0.036050356105567054,41.78516483155236,120.37267440181586
50,-0.008862875525517452,0.0,-0.04127286563129805,42.21374183841087,257.8804384518544
51,0.034760513089538696,0.0,0.024692240274061993,42.638011210655684,35.38820250189201
52,-0.042727553334128456,0.0,0.005325052683233126,43.058100283221975,172.89596655192963
53,0.02817860458272649,0.0,-0.033105380888465034,43.474130238568314,310.40373060196816
54,0.0015993551831537754,0.0,0.043857064003397665,43.88621651498338,87.91149465200579
55,-0.031090893937774478,0.0,-0.03154926804460063,44.2944691807002,225.41925870204432
56,0.044640678284742004,0.0,0.0022825078922456225,44.69899327725402,2.927022752081939
57,-0.034767509451802965,0.0,0.028726647672827944,45.099889135118715,140.43478680211956
58,0.00628681548550149,0.0,-0.04506080282297751,45.4972526643093,277.9425508521581
59,0.026025834733219195,0.0,0.037797565086115814,45.89117562233506,55.450314902193895
60,-0.045103153051247055,0.0,-0.010378130122318915,46.281745861624536,192.95807895223243
61,0.04060496401524283,0.0,-0.0230051493653233,46.66904755831214,330.46584300227005
62,-0.014519611066085632,0.0,0.0447569089023092,47.05316142407437,107.97360705230858
63,-0.01968466052630823,0.0,-0.04315685507499362,47.434164902525694,245.4813711023453
64,0.04401484165150446,0.0,0.01867334234659098,47.81213235152768,22.989135152383824
65,-0.045422322404989904,0.0,0.01608765450080127,48.18713521262703,160.49689920242236
66,0.022800672812843634,0.0,-0.04287341039947316,48.55924216871593,298.0046632524609
67,0.012240448136467574,0.0,0.04737268653368149,48.928519290900276,75.5124273024976
68,-0.04133282700294891,0.0,-0.026862565252490273,49.29503017546495,213.02019135253613
69,0.04898178815346146,0.0,-0.008172174085849025,49.658836071740545,350.52795540257466
70,-0.030819951535618957,0.0,0.03939708856428477,50.019996001599196,128.03571945261137
71,-0.003914539707791044,0.0,-0.05022625188958586,50.37856687124,265.5434835026499
72,0.03707397689440003,0.0,0.03463409068004375,50.73460357586329,43.05124755268662
73,-0.0510857275478469,0.0,-0.0004984384687757518,51.0881590977792,180.55901160272333
74,0.03826692669963025,0.0,-0.03437502466857479,51.43928459844674,318.06677565276186
75,-0.005030722584509185,0.0,0.05154310652529307,51.7880295048962,95.5745397028004
76,-0.03131544829861625,0.0,-0.04168144308750229,52.1344415909483,233.08230375283892
77,0.051584711285032475,0.0,0.009644561246622045,52.478567053607705,10.590067802875637
78,-0.04484201080255856,0.0,0.02791404784661696,52.820450584977024,148.09783185291417
79,0.014300814746021491,0.0,-0.05120045602921886,53.16013544000805,285.6055959029527
80,0.024193074603064513,0.0,0.04771472667060511,53.49766350038102,63.11335995298941
81,-0.05038397695230111,0.0,-0.01895929498873812,53.83307533477908,200.62112400302794
82,0.050267739180551815,0.0,-0.020178067243321784,54.16641025580336,338.1288880530665
83,-0.023579117290619657,0.0,0.04913273071787483,54.497706373754845,115.63665210310319
84,-0.015897657759476165,0.0,-0.05247155875102785,54.8270006474912,253.14441615314172
85,0.04744806007514426,0.0,0.028119061063725102,55.154328932550705,30.652180203178432
86,-0.05429934966282493,0.0,0.011383348637122315,55.47972602672078,168.15994425321696
87,0.03253793632792227,0.0,-0.04533522581304825,55.80322571321482,305.6677083032537
88,0.006669263006700744,0.0,0.05572720099688708,56.12486080160912,83.17547235329221
89,-0.042803404539386164,0.0,-0.03679495291256201,56.444663166680336,220.68323640333074
90,0.056734374085015464,0.0,-0.0017918697445756613,56.7626637852735,358.19100045336745
91,-0.04085008917145744,0.0,0.03986565206645912,57.07889277132135,135.69876450340598
92,0.0032103142719939713,0.0,-0.05730352416976666,57.39337940912698,273.2065285534445
93,0.03653883248156004,0.0,0.044664457019922374,57.706152185014034,50.714292603481226
94,-0.05742089417964081,0.0,-0.008297042341129292,58.01723881744115,188.22205665351976
95,0.04820066011564251,0.0,-0.03284351327760642,58.32666628567074,325.7298207035583
96,-0.013426673938479525,0.0,0.057076478753946926,58.634460857076185,103.237584753595
97,-0.028803827213940977,0.0,-0.051423142045478244,58.940648113165494,240.7453488036317
98,0.056264156896815194,0.0,0.018556525771020908,59.2452529743945,18.253112853670245
99,-0.05429852144770012,0.0,0.024447301867356434,59.54829972383762,155.76087690370878
100,0.02364323496260051,0.0,-0.05498179189971226,59.849812029780004,293.2686409537455
